Category,Message
0,bugis oso near wat
0,yo theres class tmrw right
0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via way2sms com
0,goodnight sleep well da please take care pa please
0,baaaaabe misss youuuuu go teach class 5
0,convey regards
0,u ned convince tht possible witot hurting feeling main
0,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy
0,start sending blackberry torch nigeria find buyer like 4a month tell dad buy bb anyone oh
0,lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt mins whn u read
0,yo dude guess got arrested day
0,shuhui say change 2 suntec steamboat u noe r u
0,dance river
0,yetunde sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger
0,hey really pretty late want go lesson first join reaching tp mrt
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
0,bbq sat mine 6ish ur welcome 2 come
0,know thing wrong everyso often panicks starts goin bout bein good enough
0,alright good night
0,try making another butt
0,hope feeling great pls fill abiola
0,though shd go n fun bar town something sound ok
0,1 go write msg 2 put dictionary mode 3 cover screen hand 4 press lt gt 5 gently remove ur hand interesting
1,bears pic nick tom pete dick fact types try gay chat photo upload call 08718730666 10p min 2 stop texts call 08712460324
1,500 new mobiles 2004 must go txt nokia 89545 collect today 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction
0,finally ready fyi
0,auntie huai juan never pick phone
1,double mins double txt 1 2 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optout lf56
0,ya tel wats ur problem
1,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friends 150p tone 16 reply hl 4info
0,dnt wnt tlk wid u
0,spend days waiting ideal path appear front us forget paths made walking waiting goodnight
0,ok arm feeling weak cuz got shot go another time
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person bt girlfrnd g n g h
0,ok popped ask bout something said around tonght wen girl comes
0,e best 4 ur exam later
0,hope ur head hurt 2 much ploughing way pile ironing staying chinky tonight come round like
0,oh k think wi nz players unsold
0,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight
0,wonder got online love gone net cafe get phone recharged friends net think boytoy
0,haha kidding papa needs drugs
0,thk shld b ya wana go 4 lessons haha go one whole stretch
0,oh ok
0,r still meeting 4 dinner tonight
0,thats cool gentleman treat dignity respect
0,shall start hear
0,wait 4 u lor need 2 feel bad lar
0,check got detailed message
0,registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn anyone
0,decided people care stuff vote caring stuff losers
0,kaiez enjoy ur tuition gee thk e second option sounds beta go yan jiu den msg u
0,registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn anyone
0,cool fun practicing making babies
0,actually getting ready leave house
0,k k special today
1,urgent important information o2 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting
0,gotta
0,got ten bucks jay noncomittal
0,hungry
0,pls speak customer machan
0,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1,dear u invited xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18 yrs
0,wats ur opinion abt abt character
0,jay snickering tells x totally fucking chords speak
0,hours went hair cut
0,wonder cos dun rem seeing silver car thk saw black one
0,lmao take pic send
0,speak feel words better silence gud mrng
0,currently scotland
0,work week
1,congratulations ur awarded either 500 cd gift vouchers free entry 2 100 weekly draw txt music 87066 tncs www ldew com 1 win150ppmx3age16
0,lol great im getting hungry
0,yes saw message
0,mu like lt gt seconds
0,ok
0,thing r good thanx got exams march ive done revision fran still boyf ive gotta interviw 4 exeter bit worried x
0,tell make little spreadsheet track whose idea smoke determine smokes much entire month february come
1,sale arsenal dartboard good condition doubles trebles
0,look back building coat want get sick hurry home wear coat gym
0,painful personal thought always try keep everybody happy time nobody recognises alone
0,thanks lovely wisheds rock
0,intrepid duo great time see soon
0,asked sen come chennai search job
0,dad went oredi
0,jus hope true missin cos really missin done anything feel guilty yet
0,wat late still early mah juz go 4 dinner lor aiya dunno
0,arms fine cardiff uni
0,fact leave think addie goes back school tues wed
0,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day
0,ya going restaurant
0,ok askd u knw tht
1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod 250 cash every wk txt pod 84128 ts cs www textpod net custcare 08712405020
0,ducking chinchillas
0,marriage function
0,looks like u wil b getting headstart im leaving bout 2 30ish u r desperate company could head earlier goin meet rummer
0,give flying monkeys wot think certainly mind friend mine
1,registered optin subscriber ur draw 4 100 gift voucher entered receipt correct ans 80062 whats no1 bbc charts
0,say thanks2
0,msg rajini comes
0,ya ü taking ure practical lessons start june
0,good need drugs
0,stupid possible
0,ü decide faster cos sis going home liao
1,summers finally fancy chat flirt sexy singles yr area get matched reply summer free 2 join optout txt stop help08714742804
0,u sleeping going take haha got spys wat online checking n replying mails lor
1,claire havin borin time alone u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx calls 1 minmoremobsemspobox45po139wa
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
1,bought one ringtone getting texts costing 3 pound offering tones etc
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow
0,kinda first one gets twelve aah speak tomo
1,09066362231 urgent mobile 07xxxxxxxxx 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362231 asap
0,ok good later come find ü c lucky told ü go earlier later pple take finish ü
0,wat makes u thk fall actually thk quite prone 2 falls lucky dad home ask come n fetch already
1,07801543489 guaranteed latests nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 tc llc ny usa 150p mt msgrcvd18
0,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt
0,wont touch permission
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x calls 1 minmobsmorelkpobox177hp51fl
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
0,take small dose tablet fever
0,oh u must taken real valentine shopping first
0,sent email address incomm right
0,gonna blake night might able get little early
0,friendship game play word say start march ends may tomorrow yesterday today e
0,nice wait texting right gonna pay ticket ya know
0,watching lotr w sis dis aft u wan 2 meet 4 dinner nite
0,keeping away like
0,think far find check google maps place dorm
0,trip ok quite tiring lor uni starts today ok 4 cos taking modules jus concentrating final yr project
0,always saying welp
0,guy browsin compulsory
0,ok
0,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
0,sorry call later
0,add really care least get dude fuck hey money want
0,hello lover goes new job happy think wake slave send teasing kiss across sea
0,told number gautham
0,tell need investigate anywhere
0,ok juz receive
0,cant believe said many things morning really wanted say good morning love beautiful morning see library later
1,account credited 500 free text messages activate txt word credit 80488 cs www 80488 biz
0,end might still vomit okay everything come
0,money money aint thing sha
0,everything weather keep extra warm cold nothing serious pls lots vitamin c
0,hey gals anyone u going e driving centre tmr
0,always yahoo messenger send message get may send mobile mode sha get reply
0,putting ready lt time gt
0,time n smile r two crucial things life sometimes time makes us forget smile sometimes someone smile makes us forget time gud noon
1,sms ac jsco energy high u may know 2channel 2day ur leadership skills r strong psychic reply ans w question end reply end jsco
0,host based idps linux systems
1,hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
0,da whats plan
0,ill lt gt ok
0,oh god almost home
0,total video converter free download type google search
1,thanks vote sing along stars karaoke mobile free link reply sing
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
0,sounds like something someone testing would sayy
0,u love someone dont make love u much u love much dont want loved anyone except gud nit
0,pete phone still jenny college leanne
0,oops sorry check mind picking tomo half eight station would ok
0,hey sweet wondering moment might come want send file someone go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss
0,hows champ leaving glasgow
0,k best congrats
0,wonder get text
0,need come home give good lovin
1,brand new mobile music service live free music player arrive shortly install phone browse content top artists
0,shall ask one thing dont mistake
0,check wid corect speling e sarcasm
1,urgent mobile awarded 2 000 bonus caller prize 1 08 03 2nd attempt contact call 0871 4719 523 box95qu bt national rate
0,angry happen dear
0,thk u dun haf 2 hint e forum already lor cos told ron n darren going 2 tell shuhui
0,yup ok thanx
0,hi cts employee
0,pls pls find aunt nike
0,wow love sooo much know barely stand wonder day goes well love think miss
0,screaming means shouting
0,hey happen de alright
0,picked receipt something earlier
0,think chennai well settled
0,oh dang mean send lol
0,unfortunately found pick sister airport evening think going try go one th
0,horrible bf v hungry
0,remember day
1,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16
0,feel mr real valentine yo valentine even tho u hardly play
0,sounds good fingers makes difficult type
0,midnight earliest
0,sure trying make xavier smoke want smoke told smoke much
0,k come nordstrom done
0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dreams
0,press conference da
1,hello orange 1 month free access games news sport plus 10 free texts 20 photo messages reply yes terms apply www orange co uk ow
0,completed degree use joining finance
0,good afternoon love job prospects missing lazy bleak hmmm happy filled love
0,shant disturb u anymore jia
0,bishan lar nearer need buy early cos buy gotta park car
0,dont know oh
0,dude sux snake got old raiden got buff
0,says hi get ass back south tampa preferably kegger
0,e msg jus u said thanks gift
0,u
0,ok dear call chechi
0,yeah totes u wanna
0,ok found dis pierre cardin one looks normal costs 20 sale
0,good sleep rhythm person establish rhythm body learn use want know
0,wat r u
0,message truro hospital ext phone phone side
0,single line big meaning miss anything 4 ur best life miss ur best life anything gud nyt
0,got gas money chance gang want go grand nature adventure
0,dnt worry use ice pieces cloth pack also take 2 tablets
0,dude saw parked car sunroof popped sux
0,get ready put excellent sub face
0,tmrw im finishing 9 doors
0,lt gt g saw days ago guy wants sell wifi lt gt 3g lt gt blanked
0,late
0,whatever im pretty pissed
0,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
0,dont much image class
0,got rumour going buy apartment chennai
0,near kalainar tv office thenampet
1,ur cash balance currently 500 pounds maximize ur cash send go 86688 150p msg cc 08718720201 hg suite342 2lands row w1j6hl
1,sms auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hg suite342 2lands row w1j6hl
0,sis catching e show e afternoon watching w c u wan 2 watch today tmr lor
0,sounds gd haha wah u yan jiu fast liao
0,nosy guess idk reacting freaked
0,remember hurt days satanic imposter need pay price may destiny keep going u said pray get mind get
0,make girl happy difficult make girls happy u need 1 friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam
0,princess bet brothas chasing
0,shall book chez jules half eight ok
0,hhahhaahahah rofl wtf nig leonardo room something
0,yep derek house see sunday lt 3
0,cool let know kicks around lt gt day
0,sorry call later
0,wondering would okay call uncle john let know things nigeria r lt gt dollars 2years sent know strain plan pay back every dime gives every dime expect anything practical something like
0,charges transfer charges withdraw anyhow like
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
0,4 let go bill millers
0,love set soul fire spark flame big rawring flame xoxo
0,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crushes
0,honeymoon outfit
0,help propose going back tomorrow
1,private 2003 account statement shows 800 un redeemed points call 08719899230 identifier code 41685 expires 07 11 04
0,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
0,pls confirm time collect cheque
1,registered subscriber yr draw 4 100 gift voucher b entered receipt correct ans next olympics txt ans 80062
1,urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
0,daddy take good care
0,yeah probably still gotta check leo
0,k special
0,carlos taking sweet time usual let know patty done want smoke tell haul ass
0,ok pa nothing problem
0,heard job going wildlife talk tonight u want2come that2worzels wizzle whatever
0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend 4u
0,came hostel
0,ok prob come lunch
0,jus telling u dat b leaving 4 shanghai 21st instead haf time 2 meet cya
0,freezing home yet remember kiss mom morning love think missing yet
0,ready big day tomorrow
0,probably around mu lot
0,645
1,rt king pro video club need help info ringtoneking co uk call 08701237397 must 16 club credits redeemable www ringtoneking co uk enjoy
0,thnx dude u guys 2nite
0,sef dey laugh meanwhile darling anjie
0,mm food da
0,k makes sense btw carlos difficult guys gonna smoke go pick second batch get gas
0,u download fring app
0,2 oz guy kinda flaky one friend interested picking lt gt worth tonight possible
0,friends u stay fb chat
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
1,u secret admirer looking 2 make contact u find r reveal thinks ur special call 09058094599
0,ah well confuses things
1,500 free text msgs text ok 80488 credit account
0,hi dear call urgnt know whats problem want work problem least tell wating reply
0,dear ok
1,selected stay 1 250 top british hotels nothing holiday worth 350 claim call london 02072069400 bx 526 sw73ss
0,yes princess want make happy
0,sounds like many talents would like go dinner date next week
0,going film 2day da 6pm sorry da
0,watching movie already xy wants 2 shop shopping w
0,hello little party animal thought buzz friends grins reminding loved send naughty adoring kiss
0,yesterday going home
1,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight www getzed co uk pobox36504w45wq 150p
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,shit surprised went spent evening french guy met town fooled around bit let fuck
1,0a networks allow companies bill sms responsible suppliers shop give guarantee sell b g
0,great comedy cant stop laughing da
1,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pic txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
0,alright set text man
0,hi keen go kind feel go tomo mind
0,sleeping nt feeling well
0,u switch fone dammit
0,india take lead
0,post l8r class
0,thts wat wright brother fly
0,evening v good somewhat event laden fill worry head ok throat wrecked see six
0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
0,laptop take
0,dont file bag work called tell find anything room
0,wan early lei outside wun b home early neva mind
1,ur chance win 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk
0,bugis juz wat walking home oredi ü late reply oso saw top dat like din buy r ü
0,wishing family merry x mas happy new year advance
0,7 go ok na
0,yes posted couple pics fb still snow outside waking
0,one good partnership going take lead
1,rgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50
0,yeah class
0,send bec temple na
0,coming home class right need work shower
1,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx calls 1 minmobsmorelkpobox177hp51fl
0,mostly like
0,ü v fan
0,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor
0,guess spent last night phasing fourth dimension
0,dad gonna call gets work ask crazy questions
0,yes said
0,hurting n meaningful lines ever compromised everything love end love compromised everything gud mornin
0,lmao nice 1
0,glad see reply
1,urgent trying contact u todays draw shows 800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs
1,monthly password wap mobsi com 391784 use wap phone pc
0,nah dub je still buff
0,painful words thought happy toughest thing earth toughest acting happy unspoken pain inside
0,yeah fine 6 get ok
0,lol u come ideas
0,many people seems special first sight remain special till last sight maintain till life ends sh jas
0,today song dedicated day song u dedicate send ur valuable frnds first rply
0,okay wait ah
0,lei
0,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx
0,already squatting new way walking
0,want bold 2 bb torch
0,cramps stopped going back sleep
1,todays vodafone numbers ending 0089 last four digits selected received 350 award number matches please call 09063442151 claim 350 award
1,free top ringtone sub weekly ringtone get 1st week free send subpoly 81618 3 per week stop sms 08718727870
0,nan sonathaya soladha boss
0,bring tat cd forget
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 1 50 sp tyrone
0,know raping dudes poker
0,weightloss girl friends make loads money ebay something give thanks god
0,gr8 see message r u leaving congrats dear school wat r ur plans
0,ü eatin later eatin wif frens lei ü going home first
0,finish already yar keep saying mushy embarrassed ok
0,sorry man stash ran dry last night pick sunday
0,hai priya right doctor said pa
1,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service
0,ok
0,please ask mummy call father
0,come room cannot come house cos house still messy haha
0,lost 10 kilos today
0,taste fish curry p
0,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp worry
0,yun ah ü wkg btw ü go nus sc ü wana specialise wad
0,yes one woman man please tell likes dislikes bed
0,test earlier appreciate call tomorrow
0,loverboy keeps coming queen hmmm ache speak miss desparately
0,u meet fren dun wan meet ah muz b guy rite
0,promises though even gotten dinner yet
0,got back dislikes bed
0,turns stereo love mi phone unknown album
1,hard live 121 chat 60p min choose girl connect live call 09094646899 cheap chat uk biggest live service vu bcm1896wc1n3xx
0,yeah see
0,asking u knw nt may ur frnds classmates
0,sorry earlier putting fires around talk 9 actually life lol
1,wow boys r back take 2007 uk tour win vip tickets pre book vip club txt club 81303 trackmarque ltd info vipclub4u
0,missionary hook doggy hook standing
0,u better go sleep dun disturb u liao u wake msg lor
0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
0,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
0,thought praps meant another one goodo look tomorrow
0,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur rents mayb interested hav 12 000pes around 48 tb james
0,bold 2 lt gt
0,know shall speak lt gt minutes
0,alrite hunny wot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
0,went project centre
0,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune
0,lol yeah point guess
0,project w frens lor
0,lol well quality aint bad aint complaining
0,k happen tonight
1,hi mandy sullivan calling hotmix fm chosen receive 5000 00 easter prize draw please telephone 09041940223 claim 29 03 05 prize transferred someone else
0,think going finn come
0,tired special
0,come tomorrow di
0,cant pick phone right pls send message
0,k go sleep well take rest
0,u guys never invite anywhere
1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise 2000 cash 18 opt txt x 07786200117
0,want please inside outside bedroom
0,ey calm downon theacusations itxt u cos iwana know wotu r doin thew end haventcn u ages ring ur up4 nething sat love j xxx
0,love wine dine lady
1,someone conacted dating service entered phone fancy find call landline 09111030116 pobox12n146tf15
0,cool ta luv v tired 2 cause doin loads planning wk got social services inspection nursery take care spk sn x
0,know account details ask mom send mom reach
0,think u wrong number
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
0,b late love mum
0,got mail panren paru
0,thinking chuckin ur red green n black trainners 2 save carryin bac train
0,give one miss number please
0,jus came back fr lunch wif sis u leh
0,schedule next week town weekend
0,really good dhanush rocks
0,lmao ok wont needing u hair anymore
0,miss ya need ya want ya love ya
0,sorry free
0,u ever get song stuck head reason go away til u listen like 5 times
0,nt yet chikku simple habba hw abt u
0,got ur mail dileep thank muchand look forward lots support less contacts remember one venugopal mentioned tomorrow late shall try come till goodnight dear
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
0,joy father john john name joy father mandan
1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile 10 txtauction txt word start 81151 get 4t
0,hi yijue regarding 3230 textbook intro algorithms second edition selling 50
1,sms auction nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16
0,k want us come
0,little difficult simple way enter place
0,ha us e thing got tv 2 watch u thk 2 go tonight u already haf smth mind
0,dont show far put new pictures facebook
0,watching tv got new job
0,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
0,coming whatever want
0,ok chikku 1 favourite song
0,u see posted facebook
1,call freephone 0800 542 0578
1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2 co uk games 4 terms settings purchase
0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
1,loan purpose 500 75 000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help
1,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
0,oh well c u later
0,uncles atlanta wish guys great semester
0,dear free messages without recharge hi hi hi
0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
0,dun believe u thk u told
0,know god created gap fingers one made comes amp fills gaps holding hand love
0,yes sura sun tv lol
0,arun u transfr amt
0,takin shower yeah leave done
0,working eyes philosophy text u later bit free chat
0,u lost ill always b 4u intend 2 hurt u never knew u felt iwas marine itried2tell urmom careabout u
1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win 82050 co uk
0,bad girl still remember
0,much gave morning
0,hope alright babe worry might felt bit desparate learned job fake waiting come back love
0,hey tell blake address carlos wanted meet got lost answering phone
0,get opinion something first
0,one week leave put know time
0,hit move
0,excellent spent lt gt years air force iraq afghanistan stable honest like traveling
0,wanna watch movie
0,ok lor thanx ü school
0,class get text
0,bus leaves lt gt
0,god bless get good sleep dear pray
1,todays voda numbers ending 1225 selected receive 50award match please call 08712300220 quoting claim code 3100 standard rates app
0,nice day today love dearly
0,aiyo bit pai seh ü noe scared dun rem die hee become better lookin oredi leh
0,aight ask roommates
0,whats house beer
0,ü wan 2 meet n combine parts da rest da project going
0,getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry
0,yes chatting
0,hi jess dont know work call u im home eve xxx
0,sian aft meeting supervisor got work 2 liao u working
0,going write ccna exam week
0,well watch shrek 3d b
0,much dirty fellow
0,dunno dat wat told ok lor
0,probably tomorrow even later tonight something going
0,say dying man feel sad go wanted know would probably gone late night
0,thinking lifting one
0,u dun wan u dun like already ah wat u still eating
0,sent ur email id soon
0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,dude teresa hope okay didnt hear people called received package since dec lt gt thot ld like know fantastic year best reading plus really really bam first aid usmle work done
0,hey gorgeous man work mobile number good one babe squishy mwahs
0,may call later pls
1,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx
0,way stay oh
0,hello thanx taking call got job starts monday
0,time ur flight tmr
0,come
0,rather prominent bite mark right cheek
0,september
0,wet right
0,husband
1,hack chat get backdoor entry 121 chat rooms fraction cost reply neo69 call 09050280520 subscribe 25p pm dps bcm box 8027 ldn wc1n3xx
0,norm tomorrow finish 4 15 cos st tests need sort library stuff point tomo got letter today access til end march better get move
0,yeah got list u joanna feeling really anti social
0,office na
0,comingdown later
0,super da good replacement murali
0,da good good player unsold
0,hi u want join sts later meeting five call u class
0,engalnd telly decided let watch mia elliot kissing damn
1,free nokia motorola upto 12mths 1 2price linerental 500 free x net mins 100txt mth free b tooth call mobileupd8 08001950382 call 2optout d3wv
0,dont want hear philosophy say happen
0,got job wipro get every thing life 2 3 years
0,cant get da laptop matric card wif ü lei
0,dunno da next show aft 6 850 toa payoh got 650
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08718726970 10p per min bt national rate
0,made payments dont much sorry would want fedex way
0,play one day last year know even though good team like india
0,k girl waiting reception ah
0,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls
0,hate turns fun shopping trip annoying day everything would look house
0,sir waiting call
0,want come online
0,could work reach consensus next meeting
0,aiyah wait lor u entertain hee
0,last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt shows really know messy wednesday bad problem time clean choose skype take pictures sleep want go mind things make bed throw laundry top friend house embarassed underwear bras strewn bed pillows floor something else used good least making bed
0,let know kicks
0,call ok said call
0,call number available appointment ask connect call waheed fathima
0,ü go buy wif meet ü later
0,mmmm fuck fair know weaknesses grins pushes knee exposes belly pulls head forget know wicked smile
0,today system sh get ready well also deep well
0,mom wants know
0,aight text back
0,dont know supports ass srt thnk think ps3 play usb
0,oh ok didnt know meant yep baby jontin
1,guaranteed 1000 cash 2000 prize claim yr prize call customer service representative
1,would like see xxx pics hot nearly banned uk
1,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 info www 100percent real com
0,watching tv got new job
0,pen thing beyond joke wont biro masters ever
0,party alex nichols
1,u secret admirer looking 2 make contact u find r reveal thinks ur special call 09058094594
0,seeing missed call dear brother gr8 day
0,ok ü finishing soon
0,sorry help
0,come slave going shell unconsciously avoiding making unhappy
0,love ass enjoy doggy style
0,think asking gym excuse lazy people jog
1,dear 0776xxxxxxx u invited xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
1,urgent please call 09061743811 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae cs box 326 cw25wx 150ppm
0,way home long dry spell season would
0,gotta collect da car 6 lei
0,ok knackered came home went sleep good full time work lark
0,probably earlier station think
1,call 09090900040 listen extreme dirty live chat going office right total privacy one knows sic listening 60p min 24 7mp 0870753331018
0,good morning plz call sir
1,freemsg hey u got 1 video pic fones reply wild txt ill send u pics hurry im bored work xxx 18 150p rcvd stop2stop
0,uh heads much left
0,tot u outside cos darren say u come shopping course nice wat jus went sim lim look mp3 player
0,aight sounds good want come
0,wat would u like 4 ur birthday
0,love working home
0,miss vday parachute double coins u must know well
0,sorry call later
0,sister got placed birla soft da
1,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 details 18
0,wah okie okie muz make use e unlimited haha
0,people mu table lambda
0,stop old man get build snowman snow angels snowball fights
0,ello babe u ok
0,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u
0,u going ikea str aft dat
0,becoz lt gt jan whn al post ofice holiday cn go fr post ofice got duffer
0,lol grr mom taking forever prescription pharmacy like 2 minutes away ugh
0,real tho sucks even cook whole electricity hungry
0,want go
1,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693 08715500022 rpl stop 2 cnl
0,time month mid time
0,fffff text kadeem far gone
0,leaving yet ok lor go elsewhere n eat u thk
0,fujitsu series lifebook good
0,yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask go w u lor n u still act real
0,dont know bring food
0,current food alone also
0,sch fr 4 6 dun haf da book sch home
0,hello going village pub 8 either come accordingly ok
0,ok
0,call like lt gt times oh give us hypertension oh
0,dont give monkeys wot think certainly mind friend mine sleep wiv wud annoyin
0,omg could snow tonite
1,call 08702490080 tells u 2 call 09066358152 claim 5000 prize u 2 enter ur mobile personal details prompts careful
1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod 250 cash every wk txt vpod 81303 ts cs www textpod net custcare 08712405020
0,carry disturbing
0,pa tell went bath
0,jus finished avatar nigro
0,r u scratching
0,hope great day
0,either idea know anyplaces something
0,planning usually stops find hella weed smoke hella weed
0,fact cleaning shows know upset priority constantly want need
0,excellent ready moan scream ecstasy
1,people dogging area call 09090204448 join like minded guys arrange 1 1 evening 1 50 minapn ls278bb
0,dude avatar 3d imp one point thought actually flies room almost tried hittng one reflex
1,well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins
